7,8,9,12,13,14,4*10,9*19,9*20,10*20,13*14,14*15,8*9*14,9*10*19,9*10*20,9*15*19,10*14*20,Activation Barrier (eV),Only two way,only three way,,,,,,
0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.031,0.209,0.209,,,,,,
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-9999.000,0.298,0.298,,,,,,
0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.315,0.302,0.302,,,,,,
1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0.473,0.423,0.404,,,,,,
1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0.262,0.47,0.387,,,,,,
0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0.346,0.246,0.246,,,,,,
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.292,0.497,0.497,,,,,,
1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.586,0.606,0.606,,,,,,
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.152,0.383,0.383,,,,,,
1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.320,0.53,0.53,,,,,,
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.375,0.434,0.415,,,,,,
1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0.125,0.385,0.292,,,,,,
1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0.539,0.603,0.566,,,,,,
1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0.489,0.449,0.395,,,,,,
0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.433,0.324,0.324,,,,,,
0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0.125,0.394,0.329,,,,,,
0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.261,0.456,0.456,,,,,,
0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0.245,0.432,0.405,,,,,,
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.175,0.142,0.142,,,,,,
1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.637,0.552,0.552,,,,,,
1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,-9999.000,0.679,0.661,,,,,,
1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.122,0.328,0.328,,,,,,
1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.327,0.53,0.53,,,,,,
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.650,0.628,0.628,,,,,,
0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.159,0.055,0.055,,,,,,
1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.466,0.606,0.606,,,,,,
0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0.295,0.534,0.433,,,,,,
1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.334,0.528,0.501,,,,,,
0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.319,0.456,0.456,,,,,,
1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.424,0.552,0.552,,,,,,
0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.297,0.164,0.164,,,,,,
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.133,0.035,0.035,,,,,,
0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0.267,0.6,0.581,,,,,,
0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0.475,0.529,0.51,,,,,,
1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.493,0.376,0.376,,,,,,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,0.155,0.155,,,,,,
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.210,0.099,0.099,,,,,,
0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0.308,0.578,0.559,,,,,,
0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.408,0.532,0.532,,,,,,
0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.442,0.445,0.445,,,,,,
1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0.150,0.405,0.312,,,,,,
1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0.383,0.63,0.511,,,,,,
1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0.244,0.41,0.383,,,,,,
1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.382,0.28,0.244,,,,,,
0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.153,0.274,0.274,,,,,,
1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0.391,0.309,0.291,,,,,,
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.354,0.249,0.249,,,,,,
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.403,0.425,0.425,,,,,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.233,0.552,0.414,,,,,,
1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.141,0.348,0.348,,,,,,
1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0.362,0.393,0.32,,,,,,
1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.601,0.499,0.499,,,,,,
0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.507,0.423,0.423,,,,,,
1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0.325,0.393,0.32,,,,,,
1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0.437,0.568,0.55,,,,,,
1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0.272,0.494,0.475,,,,,,
0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0.452,0.57,0.57,,,,,,
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389,0.448,0.448,,,,,,
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,0.144,0.144,,,,,,
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415,0.341,0.341,,,,,,
1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0.233,0.574,0.436,,,,,,
1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0.473,0.497,0.479,,,,,,
0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.427,0.456,0.456,,,,,,
0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.379,0.344,0.344,,,,,,
0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.388,0.291,0.291,,,,,,
1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0.291,0.505,0.486,,,,,,
0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0.087,0.387,0.313,,,,,,
1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0.510,0.519,0.501,,,,,,
0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.576,0.605,0.605,,,,,,
1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0.483,0.497,0.479,,,,,,
1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0.315,0.652,0.615,,,,,,
1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0.224,0.386,0.348,,,,,,
1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0.365,0.546,0.463,,,,,,
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265,0.448,0.448,,,,,,
1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-9999.000,0.162,0.162,,,,,,
0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0.111,0.356,0.329,,,,,,
1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0.369,0.486,0.459,,,,,,
1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,-9999.000,0.63,0.511,,,,,,
0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0.109,0.292,0.254,,,,,,
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.295,0.249,0.249,,,,,,
0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0.301,0.576,0.475,,,,,,
1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0.193,0.494,0.475,,,,,,
1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.148,0.328,0.328,,,,,,
1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0.142,0.574,0.436,,,,,,
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.347,0.497,0.497,,,,,,
0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0.059,0.323,0.285,,,,,,
0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.131,0.088,0.088,,,,,,
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.295,0.173,0.173,,,,,,
1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0.436,0.32,0.32,,,,,,
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.313,0.497,0.497,,,,,,
1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,-9999.000,0.674,0.637,,,,,,
1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,-9999.000,0.41,0.383,,,,,,
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.151,0.309,0.309,,,,,,
1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.266,0.28,0.244,,,,,,
0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.079,0.209,0.209,,,,,,
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199,0.448,0.448,,,,,,
1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.470,0.499,0.499,,,,,,
1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.119,0.109,0.109,,,,,,
1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0.767,0.679,0.661,,,,,,
1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,-9999.000,0.385,0.292,,,,,,
1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.642,0.552,0.552,,,,,,
1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0.184,0.494,0.475,,,,,,
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-9999.000,0.035,0.035,,,,,,
1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,-9999.000,0.252,0.252,,,,,,
1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.726,0.606,0.606,,,,,,
1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0.416,0.393,0.32,,,,,,
1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0.599,0.595,0.577,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214,0.385,0.385,,,,,,
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.346,0.383,0.383,,,,,,
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472,0.426,0.426,,,,,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999.000,0.459,0.459,,,,,,
0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0.371,0.375,0.339,,,,,,
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.376,0.298,0.298,,,,,,
0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.327,0.248,0.248,,,,,,
1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.191,0.348,0.348,,,,,,
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.740,0.628,0.628,,,,,,
1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.084,0.252,0.252,,,,,,
1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0.348,0.568,0.55,,,,,,
0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.284,0.532,0.532,,,,,,
1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.140,0.14,0.14,,,,,,
1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.278,0.421,0.421,,,,,,
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.401,0.383,0.383,,,,,,
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.432,0.628,0.628,,,,,,
1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.380,0.57,0.57,,,,,,
0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.161,0.055,0.055,,,,,,
0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0.179,0.412,0.385,,,,,,
0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.266,0.456,0.456,,,,,,
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.482,0.434,0.415,,,,,,
1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.552,0.418,0.418,,,,,,
1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0.651,0.573,0.555,,,,,,
0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0.290,0.516,0.516,,,,,,
0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.431,0.532,0.532,,,,,,
1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.644,0.606,0.606,,,,,,
1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0.184,0.505,0.486,,,,,,
1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0.346,0.544,0.461,,,,,,
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.196,0.383,0.383,,,,,,
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.195,0.383,0.383,,,,,,
1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.636,0.606,0.606,,,,,,
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.286,0.276,0.276,,,,,,
0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0.069,0.198,0.198,,,,,,
0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0.369,0.57,0.57,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221,0.385,0.385,,,,,,
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.364,0.497,0.497,,,,,,
1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.476,0.606,0.606,,,,,,
0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0.054,0.32,0.227,,,,,,
1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.360,0.606,0.606,,,,,,
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.149,0.099,0.099,,,,,,
0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0.201,0.42,0.401,,,,,,
1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.199,0.359,0.359,,,,,,
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.615,0.521,0.521,,,,,,
0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.342,0.478,0.478,,,,,,
0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.079,0.274,0.274,,,,,,
1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0.363,0.63,0.511,,,,,,
0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.328,0.265,0.265,,,,,,
0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0.110,0.358,0.331,,,,,,
0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.091,0.303,0.265,,,,,,
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.418,0.372,0.372,,,,,,
0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0.031,0.292,0.254,,,,,,
0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.279,0.193,0.193,,,,,,
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422,0.426,0.426,,,,,,
0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0.195,0.396,0.331,,,,,,
0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0.311,0.516,0.516,,,,,,
1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0.231,0.448,0.365,,,,,,
1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.294,0.528,0.501,,,,,,
0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.287,0.193,0.193,,,,,,
1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0.466,0.666,0.648,,,,,,
0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0.325,0.268,0.268,,,,,,
1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.058,0.252,0.252,,,,,,
0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0.364,0.349,0.33,,,,,,
0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0.301,0.576,0.475,,,,,,
1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.179,0.328,0.328,,,,,,
0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0.319,0.277,0.222,,,,,,
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0.111,0.111,,,,,,
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.304,0.298,0.298,,,,,,
1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.403,0.53,0.53,,,,,,
1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0.014,0.29,0.252,,,,,,
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270,0.144,0.144,,,,,,
0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0.307,0.578,0.559,,,,,,
1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0.191,0.366,0.328,,,,,,
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185,0.111,0.111,,,,,,
0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.165,0.088,0.088,,,,,,
1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0.353,0.546,0.463,,,,,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0.459,0.459,,,,,,
0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0.341,0.576,0.475,,,,,,
0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,-9999.000,0.178,0.178,,,,,,
0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.379,0.592,0.592,,,,,,
0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0.204,0.356,0.329,,,,,,
1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0.186,0.213,0.158,,,,,,
0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0.180,0.394,0.329,,,,,,
0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,-9999.000,0.478,0.358,,,,,,
0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.198,0.206,0.17,,,,,,
1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.174,0.328,0.328,,,,,,
0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.332,0.302,0.302,,,,,,
0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.168,0.164,0.164,,,,,,
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,-9999.000,0.628,0.509,,,,,,
1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0.201,0.386,0.348,,,,,,
1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0.162,0.554,0.416,,,,,,
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0.285,0.628,0.509,,,,,,
1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,-9999.000,0.519,0.501,,,,,,
0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0.148,0.396,0.322,,,,,,
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.478,0.436,0.436,,,,,,
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.404,0.628,0.628,,,,,,
0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0.065,0.311,0.218,,,,,,
0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.232,0.215,0.215,,,,,,
0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0.108,0.356,0.329,,,,,,
0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.544,0.456,0.456,,,,,,
0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.264,0.265,0.265,,,,,,
0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.183,0.336,0.336,,,,,,
1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0.693,0.679,0.661,,,,,,
1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.161,0.109,0.109,,,,,,
0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.079,0.285,0.285,,,,,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458,0.459,0.459,,,,,,
0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.202,0.456,0.456,,,,,,
0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0.109,0.356,0.329,,,,,,
1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0.504,0.581,0.544,,,,,,
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.230,0.423,0.423,,,,,,
0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0.370,0.349,0.33,,,,,,
1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.086,0.283,0.283,,,,,,
0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,-9999.000,0.456,0.456,,,,,,
0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.125,0.088,0.088,,,,,,
1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.435,0.376,0.376,,,,,,
1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,-9999.000,0.674,0.637,,,,,,
1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.627,0.606,0.606,,,,,,
0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.304,0.456,0.456,,,,,,
0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0.183,0.45,0.385,,,,,,
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.376,0.249,0.249,,,,,,
0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.118,0.254,0.254,,,,,,
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.049,0.265,0.265,,,,,,
1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,-9999.000,0.603,0.566,,,,,,
0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.294,0.507,0.507,,,,,,
1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,-9999.000,0.65,0.531,,,,,,
1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.382,0.581,0.581,,,,,,
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.460,0.372,0.372,,,,,,
0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.429,0.423,0.423,,,,,,
1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0.497,0.519,0.501,,,,,,
0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.030,0.209,0.209,,,,,,
1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.276,0.57,0.57,,,,,,
0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.307,0.478,0.478,,,,,,
1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0.494,0.728,0.71,,,,,,
0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0.327,0.578,0.559,,,,,,
1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0.345,0.674,0.637,,,,,,
1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0.280,0.505,0.486,,,,,,
1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0.342,0.59,0.572,,,,,,
0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0.289,0.472,0.407,,,,,,
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.298,0.423,0.423,,,,,,
0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.332,0.291,0.291,,,,,,
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.363,0.554,0.554,,,,,,
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.397,0.628,0.628,,,,,,
0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0.177,0.119,0.064,,,,,,
0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,-9999.000,0.532,0.532,,,,,,
0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.289,0.454,0.427,,,,,,
0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.259,0.456,0.456,,,,,,
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.149,0.309,0.309,,,,,,
0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.160,0.066,0.066,,,,,,
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.333,0.554,0.554,,,,,,
1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.497,0.53,0.53,,,,,,
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.126,0.347,0.347,,,,,,
0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,-9999.000,0.299,0.244,,,,,,
1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0.469,0.666,0.648,,,,,,
1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.355,0.528,0.501,,,,,,
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.399,0.425,0.425,,,,,,
0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.519,0.532,0.532,,,,,,
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.295,0.309,0.309,,,,,,
1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0.086,0.366,0.328,,,,,,
1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-9999.000,0.263,0.263,,,,,,
1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0.308,0.309,0.291,,,,,,
