7,8,9,12,13,14,4*10,9*19,9*20,10*20,13*14,14*15,8*9*14,9*10*19,9*10*20,9*15*19,10*14*20,Activation Barrier (eV),Only two way,only three way,,,,,,
1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,-9999.000,0.606,0.606,,,,,,
1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0.366,0.365,0.347,,,,,,
0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0.293,0.297,0.242,,,,,,
1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.231,0.238,0.238,,,,,,
0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0.150,0.416,0.351,,,,,,
0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.071,0.274,0.274,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.473,0.385,0.385,,,,,,
1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0.210,0.213,0.158,,,,,,
1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.252,0.41,0.41,,,,,,
0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.052,0.303,0.265,,,,,,
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.585,0.554,0.554,,,,,,
1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.515,0.552,0.552,,,,,,
1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0.239,0.43,0.403,,,,,,
0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.069,0.285,0.285,,,,,,
1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0.430,0.59,0.572,,,,,,
0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0.165,0.42,0.401,,,,,,
0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.179,0.164,0.164,,,,,,
1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0.187,0.49,0.407,,,,,,
0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0.019,0.3,0.207,,,,,,
0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.295,0.291,0.291,,,,,,
0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.236,0.454,0.427,,,,,,
1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0.616,0.679,0.661,,,,,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396,0.374,0.374,,,,,,
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198,0.144,0.144,,,,,,
1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0.522,0.644,0.626,,,,,,
0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,-9999.000,0.456,0.456,,,,,,
0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0.292,0.297,0.242,,,,,,
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.278,0.309,0.309,,,,,,
0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0.136,0.312,0.274,,,,,,
1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0.338,0.65,0.531,,,,,,
1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,-9999.000,0.574,0.436,,,,,,
0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0.215,0.15,0.095,,,,,,
0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0.399,0.516,0.516,,,,,,
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.408,0.35,0.35,,,,,,
0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0.078,0.374,0.309,,,,,,
0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.646,0.605,0.605,,,,,,
0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,-9999.000,0.423,0.423,,,,,,
1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.386,0.322,0.322,,,,,,
1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0.488,0.423,0.404,,,,,,
1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0.625,0.573,0.555,,,,,,
0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0.078,0.387,0.313,,,,,,
0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.150,0.142,0.142,,,,,,
0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.280,0.454,0.427,,,,,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0.374,0.374,,,,,,
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.389,0.309,0.309,,,,,,
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.152,0.532,0.394,,,,,,
1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.312,0.57,0.57,,,,,,
1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0.100,0.448,0.365,,,,,,
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.480,0.51,0.51,,,,,,
1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0.350,0.674,0.637,,,,,,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,0.155,0.155,,,,,,
1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.263,0.486,0.486,,,,,,
0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0.124,0.336,0.309,,,,,,
0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0.406,0.529,0.51,,,,,,
0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0.184,0.432,0.405,,,,,,
1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0.533,0.396,0.396,,,,,,
1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.570,0.606,0.606,,,,,,
0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0.243,0.432,0.405,,,,,,
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.371,0.372,0.372,,,,,,
0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0.211,0.15,0.095,,,,,,
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349,0.218,0.218,,,,,,
0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0.138,0.323,0.285,,,,,,
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.368,0.554,0.554,,,,,,
1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.565,0.418,0.418,,,,,,
1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0.305,0.566,0.483,,,,,,
0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0.229,0.47,0.405,,,,,,
0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0.086,0.323,0.285,,,,,,
0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0.202,0.15,0.095,,,,,,
0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.073,0.285,0.285,,,,,,
1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0.384,0.342,0.342,,,,,,
1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.517,0.552,0.552,,,,,,
1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0.451,0.666,0.648,,,,,,
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.060,0.298,0.298,,,,,,
0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,-9999.000,0.299,0.244,,,,,,
0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0.069,0.376,0.302,,,,,,
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359,0.229,0.229,,,,,,
1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0.398,0.385,0.367,,,,,,
1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0.219,0.461,0.387,,,,,,
1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0.233,0.432,0.405,,,,,,
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.213,0.339,0.339,,,,,,
0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.268,0.507,0.507,,,,,,
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213,0.229,0.229,,,,,,
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.283,0.497,0.497,,,,,,
1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,-9999.000,0.519,0.501,,,,,,
1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.125,0.359,0.359,,,,,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427,0.459,0.459,,,,,,
0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,-9999.000,0.654,0.654,,,,,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148,0.374,0.374,,,,,,
1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,-9999.000,0.657,0.639,,,,,,
0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0.255,0.434,0.407,,,,,,
0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.133,0.274,0.274,,,,,,
0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0.358,0.349,0.33,,,,,,
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.148,0.298,0.298,,,,,,
1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.368,0.3,0.264,,,,,,
1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.293,0.421,0.421,,,,,,
0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,-9999.000,0.499,0.499,,,,,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313,0.374,0.374,,,,,,
0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.439,0.445,0.445,,,,,,
1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0.350,0.608,0.489,,,,,,
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.456,0.383,0.383,,,,,,
0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,-9999.000,0.336,0.309,,,,,,
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.452,0.628,0.628,,,,,,
0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0.360,0.319,0.264,,,,,,
0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0.320,0.246,0.246,,,,,,
1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0.501,0.519,0.501,,,,,,
0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.311,0.226,0.226,,,,,,
1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.302,0.552,0.552,,,,,,
0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.393,0.532,0.532,,,,,,
0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0.147,0.378,0.351,,,,,,
0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.639,0.532,0.532,,,,,,
1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0.191,0.41,0.383,,,,,,
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418,0.352,0.352,,,,,,
1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.493,0.53,0.53,,,,,,
1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0.447,0.666,0.648,,,,,,
0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0.296,0.412,0.385,,,,,,
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.501,0.628,0.628,,,,,,
0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0.021,0.3,0.207,,,,,,
0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0.309,0.516,0.516,,,,,,
0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.431,0.311,0.311,,,,,,
1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.198,0.377,0.339,,,,,,
1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0.522,0.644,0.626,,,,,,
1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0.259,0.524,0.441,,,,,,
1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0.276,0.432,0.405,,,,,,
0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0.077,0.396,0.322,,,,,,
1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0.058,0.405,0.312,,,,,,
1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.190,0.328,0.328,,,,,,
1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.144,0.129,0.129,,,,,,
1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0.370,0.423,0.404,,,,,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129,0.374,0.374,,,,,,
0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.099,0.285,0.285,,,,,,
1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0.265,0.43,0.403,,,,,,
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.348,0.309,0.309,,,,,,
1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0.184,0.49,0.407,,,,,,
0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,-9999.000,0.458,0.338,,,,,,
1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0.483,0.385,0.367,,,,,,
0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,-9999.000,0.654,0.654,,,,,,
0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0.020,0.331,0.238,,,,,,
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374,0.415,0.415,,,,,,
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-9999.000,0.372,0.372,,,,,,
0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,-9999.000,0.3,0.207,,,,,,
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.118,0.142,0.142,,,,,,
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.156,0.298,0.298,,,,,,
1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0.296,0.544,0.461,,,,,,
1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0.403,0.652,0.615,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463,0.385,0.385,,,,,,
0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0.570,0.583,0.583,,,,,,
1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0.192,0.213,0.158,,,,,,
0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.374,0.532,0.532,,,,,,
1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0.259,0.494,0.475,,,,,,
0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0.189,0.431,0.412,,,,,,
0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.526,0.478,0.478,,,,,,
1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0.446,0.363,0.345,,,,,,
1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0.353,0.371,0.298,,,,,,
1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.545,0.398,0.398,,,,,,
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455,0.448,0.448,,,,,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536,0.459,0.459,,,,,,
0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0.361,0.322,0.322,,,,,,
1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0.417,0.343,0.325,,,,,,
0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.502,0.423,0.423,,,,,,
0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.295,0.496,0.496,,,,,,
0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0.147,0.396,0.331,,,,,,
1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.347,0.552,0.552,,,,,,
1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0.457,0.447,0.393,,,,,,
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523,0.448,0.448,,,,,,
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.353,0.309,0.309,,,,,,
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357,0.218,0.218,,,,,,
1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.214,0.216,0.216,,,,,,
1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0.201,0.432,0.405,,,,,,
0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0.457,0.57,0.57,,,,,,
0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.583,0.478,0.478,,,,,,
1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0.429,0.568,0.55,,,,,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154,0.374,0.374,,,,,,
1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.150,0.348,0.348,,,,,,
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.164,0.532,0.394,,,,,,
0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.447,0.532,0.532,,,,,,
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312,0.448,0.448,,,,,,
0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.339,0.226,0.226,,,,,,
1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.321,0.552,0.552,,,,,,
1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0.477,0.497,0.479,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181,0.385,0.385,,,,,,
0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0.120,0.478,0.358,,,,,,
0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.156,0.055,0.055,,,,,,
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.478,0.425,0.425,,,,,,
1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0.691,0.657,0.639,,,,,,
1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,-9999.000,0.283,0.283,,,,,,
1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0.504,0.519,0.501,,,,,,
1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0.167,0.47,0.387,,,,,,
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.121,0.383,0.383,,,,,,
1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0.144,0.397,0.359,,,,,,
1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0.223,0.43,0.403,,,,,,
1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0.339,0.343,0.325,,,,,,
1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.556,0.53,0.53,,,,,,
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.265,0.142,0.142,,,,,,
1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0.627,0.603,0.566,,,,,,
0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.296,0.226,0.19,,,,,,
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.226,0.099,0.099,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380,0.385,0.385,,,,,,
0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.303,0.454,0.427,,,,,,
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.410,0.352,0.352,,,,,,
0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0.318,0.516,0.516,,,,,,
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.358,0.425,0.425,,,,,,
0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.327,0.265,0.265,,,,,,
1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0.493,0.385,0.367,,,,,,
1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.615,0.53,0.53,,,,,,
1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0.429,0.427,0.373,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0.385,0.385,,,,,,
0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.532,0.499,0.499,,,,,,
1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0.472,0.396,0.396,,,,,,
0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.261,0.507,0.507,,,,,,
0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.283,0.478,0.478,,,,,,
0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.161,0.164,0.164,,,,,,
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.374,0.554,0.554,,,,,,
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.550,0.448,0.448,,,,,,
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.253,0.175,0.175,,,,,,
1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0.204,0.386,0.348,,,,,,
0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.357,0.269,0.269,,,,,,
1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.357,0.3,0.3,,,,,,
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.317,0.36,0.341,,,,,,
1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0.444,0.59,0.572,,,,,,
0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,-9999.000,0.358,0.331,,,,,,
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.448,0.448,,,,,,
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.212,0.383,0.383,,,,,,
0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0.192,0.42,0.401,,,,,,
1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0.234,0.47,0.387,,,,,,
0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0.544,0.507,0.488,,,,,,
1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.567,0.606,0.606,,,,,,
0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0.334,0.235,0.235,,,,,,
1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0.190,0.574,0.436,,,,,,
1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0.437,0.447,0.393,,,,,,
1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,-9999.000,0.606,0.606,,,,,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452,0.459,0.459,,,,,,
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.094,0.265,0.265,,,,,,
1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,-9999.000,0.679,0.661,,,,,,
1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0.033,0.31,0.272,,,,,,
1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,-9999.000,0.595,0.577,,,,,,
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-9999.000,0.383,0.383,,,,,,
0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0.125,0.5,0.38,,,,,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.186,0.552,0.414,,,,,,
0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.291,0.226,0.226,,,,,,
1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0.058,0.321,0.283,,,,,,
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999.000,0.352,0.352,,,,,,
0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0.326,0.246,0.246,,,,,,
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999.000,0.218,0.218,,,,,,
0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.150,0.131,0.131,,,,,,
1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.565,0.53,0.53,,,,,,
0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0.308,0.277,0.222,,,,,,
0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.255,0.454,0.427,,,,,,
1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0.169,0.193,0.138,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236,0.385,0.385,,,,,,
1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0.555,0.573,0.555,,,,,,
0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.029,0.189,0.189,,,,,,
1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0.179,0.494,0.475,,,,,,
1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0.217,0.461,0.387,,,,,,
1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.273,0.486,0.486,,,,,,
1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.134,0.162,0.162,,,,,,
0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.168,0.088,0.088,,,,,,
1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0.381,0.674,0.637,,,,,,
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-9999.000,0.554,0.554,,,,,,
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.196,0.079,0.079,,,,,,
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.374,0.383,0.383,,,,,,
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.422,0.35,0.35,,,,,,
1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0.432,0.469,0.415,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161,0.385,0.385,,,,,,
0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0.326,0.494,0.494,,,,,,
1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0.294,0.494,0.475,,,,,,
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.159,0.372,0.372,,,,,,
