layer_0_weights,layer_0_biases,layer_1_weights,layer_1_biases,layer_2_weights,layer_2_biases
-0.14497052,,0.1487342,,,
0.2951602,,0.28478667,,,
-0.2782117,,0.1029997,,,
-0.14610244,,0.13179785,,,
-0.18540932,,-0.014707339,,,
-0.2718277,,-0.058848508,,,
-0.22428386,,-0.19873565,,,
0.03158734,,-0.19260387,,,
-0.27464017,,-0.1755919,,,
-0.12605985,,-0.23393698,,,
0.1499299,,-0.2053146,,,
0.07747212,,-0.030947063,,,
-0.24428728,,-0.18648578,,,
0.060500357,,-0.08127136,,,
-0.034067705,,0.11176929,,,
-0.22962025,,-0.18741651,,,
-0.255034,,0.16509555,,,
-0.18875922,,0.23096089,,,
-0.17452253,,0.20006314,,,
-0.20084509,,-0.18467698,,,
-0.033138104,,0.038709067,,,
0.056912854,,-0.22763361,,,
0.0032313524,,-0.122475475,,,
0.13744888,,-0.18986438,,,
0.18572628,,-0.12027937,,,
0.18175057,,0.20338127,,,
0.09914387,,-0.11782745,,,
0.18205151,,-0.06550051,,,
0.06257676,,0.007433029,,,
0.30748698,,0.019290628,,,
0.11038274,,0.025052177,,,
-0.21215594,,-0.09451095,,,
0.26643026,,-0.057321135,,,
0.047880147,,-0.06757237,,,
0.19010527,,0.2262947,,,
0.060185287,,-0.1203767,,,
-0.30276167,,0.12401781,,,
0.18437257,,0.21366586,,,
0.1333625,,0.054688852,,,
0.24236973,,-0.19437733,,,
-0.25171864,,-0.23804238,,,
-0.093607284,,-0.078203976,,,
0.11220183,,0.0690122,,,
0.2539211,,-0.040321376,,,
0.15298195,,0.17247067,,,
0.35023937,,0.10067965,,,
0.0707599,,0.20570539,,,
0.21757281,,-0.20592906,,,
0.07509762,,0.10331101,,,
0.0676668,,-0.10342485,,,
0.029967096,,-0.15732302,,,
0.09989504,,0.03337699,,,
-0.018227462,,-0.1907552,,,
0.008169991,,0.09828217,,,
0.034961697,,-0.012315718,,,
0.08188997,,-0.21792333,,,
0.2809033,,-0.19861764,,,
-0.0155757945,,0.19512036,,,
0.02079056,,0.068912566,,,
0.340033,,-0.12464184,,,
0.005764115,,0.055368338,,,
-0.021164402,,-0.09467964,,,
-0.20214424,,0.2207611,,,
-0.09348831,,-0.2281908,,,
-0.036332477,,-0.1837487,,,
0.2367424,,-0.21381421,,,
-0.21925788,,-0.21320277,,,
0.045051258,,0.15070584,,,
0.21787903,,-0.20243816,,,
-0.14830855,,-0.09864322,,,
0.035803374,,0.12734215,,,
-0.13016242,,-0.026843915,,,
-0.26237896,,-0.031266864,,,
-0.27372074,,-0.02234532,,,
0.054294817,,-0.06395876,,,
0.23574765,,0.17809893,,,
-0.21066846,,-0.1250728,,,
0.3077144,,0.028363904,,,
0.09877666,,0.19385302,,,
0.08547737,,-0.011836028,,,
0.07353556,,0.16905114,,,
-0.20438968,,-0.048533455,,,
0.18970264,,-0.14225435,,,
0.101975285,,-0.20871371,,,
-0.028403394,,0.10613938,,,
0.1361533,,-0.080060795,,,
0.22121173,,-0.07454512,,,
0.078778975,,-0.2305523,,,
0.15405579,,-0.01652228,,,
-0.22591788,,-0.11411648,,,
0.3189977,,0.09741476,,,
-0.065257095,,0.29979095,,,
-0.021338515,,0.18708515,,,
0.1644011,,-0.14196482,,,
-0.046346206,,0.07835666,,,
-0.22724184,,-0.15502657,,,
0.06943187,,0.19894929,,,
0.07955085,,0.08966699,,,
-0.17287697,,0.08179634,,,
0.011614026,,-0.022837741,,,
-0.23759913,,-0.22453849,,,
-0.22120562,,0.029836396,,,
-0.12810855,,0.21298172,,,
0.27231762,,0.0338384,,,
0.21643054,,-0.15964398,,,
0.090006135,,-0.2313503,,,
0.17578413,,0.18045422,,,
0.2074223,,0.23775071,,,
-0.18404232,,0.17407024,,,
-0.19489954,,-0.06978395,,,
0.41220477,,-0.102837,,,
-0.021159936,,0.16932529,,,
-0.15301399,,0.18595836,,,
-0.1153343,,-0.21694994,,,
-0.3003267,,0.2796419,,,
-0.06359992,,-0.064553805,,,
0.095582664,,-0.118658744,,,
-0.18027966,,-0.2053198,,,
0.47278985,,-0.07093219,,,
-0.21533325,,-0.16006464,,,
0.010415354,,-0.15483531,,,
-0.07010551,,-0.1214157,,,
0.16269596,,0.0729145,,,
-0.30343142,,0.0008356826,,,
0.017765645,,-0.09289106,,,
0.0877362,,-0.22368798,,,
0.2699292,,-0.22903451,,,
0.030228626,,-0.15431835,,,
-0.35585868,,0.058837418,,,
-0.15733089,,0.045603756,,,
0.30057138,,-0.050420314,,,
-0.29036063,,0.14993696,,,
-0.30621395,,-0.21037164,,,
-0.0477853,,-0.091327235,,,
0.18159309,,-0.21063662,,,
0.29225206,,-0.09797478,,,
-0.15178505,,0.12826592,,,
-0.2952276,,-0.15601538,,,
-0.24424191,,0.16492018,,,
0.15325266,,-0.06395614,,,
0.21501024,,-0.054397613,,,
0.25846377,,0.14042105,,,
0.1913983,,-0.0785842,,,
-0.00995072,,0.092531666,,,
-0.27321565,,-0.14209324,,,
-0.21429312,,-0.23679233,,,
-0.03631034,,-0.1204031,,,
0.053715106,,0.04627247,,,
-0.13721927,,0.13126214,,,
-0.016339123,,-0.22446959,,,
0.15446141,,0.23156908,,,
0.11195402,,0.06307159,,,
0.24179904,,0.030615022,,,
-0.15953429,,0.16312666,,,
0.07914109,,0.19053628,,,
0.078486875,,0.18587913,,,
0.10226515,,-0.11855122,,,
0.040122807,,-0.11319534,,,
-0.08148094,,-0.2291662,,,
0.236857,,0.17455606,,,
0.27683294,,-0.101345964,,,
0.063899696,,-0.22792749,,,
0.048973378,,0.059802532,,,
-0.21591802,,0.19408233,,,
-0.08318315,,0.21915641,,,
0.22013019,,0.028295651,,,
0.1055569,,-0.1243003,,,
0.05033726,,0.118759066,,,
-0.22504564,,0.07728741,,,
-0.30390412,,-0.09402484,,,
-0.2485429,,0.11181262,,,
0.0379433,,-0.024234118,,,
0.08541049,,0.12586975,,,
0.29415804,,0.02112442,,,
0.33331507,,-0.075228676,,,
0.12019382,,0.06975789,,,
0.12735742,,0.14883423,,,
0.020577857,,0.031505555,,,
-0.1309003,,-0.2238291,,,
-0.21251245,,-0.029295204,,,
0.09910066,,0.2142145,,,
-0.12888551,,-0.21791434,,,
-0.03962425,,0.11346578,,,
0.077534,,-0.24105376,,,
0.16734985,,0.12884516,,,
0.1814244,,-0.16734932,,,
0.027120067,,-0.20940606,,,
-0.13933113,,-0.11965549,,,
-0.20431286,,0.14519624,,,
-0.29929465,,-0.17645955,,,
-0.086873285,,0.025221035,,,
-0.017776312,,0.17461173,,,
-0.08714046,,-0.055735387,,,
-0.08037682,,0.17828745,,,
0.2393981,,-0.016531767,,,
-0.1465361,,-0.071120635,,,
0.007821694,,0.18200457,,,
0.19036947,,-0.1620573,,,
-0.10948345,,-0.031736843,,,
-0.15766251,,-0.09980436,,,
0.017653558,,-0.0830027,,,
-0.119146615,,-0.03903712,,,
0.15789393,,0.20936628,,,
-0.25974292,,0.061337363,,,
-0.30019853,,0.15793917,,,
-0.1432183,,-0.008928378,,,
0.03257199,,-0.24471618,,,
-0.0050741453,,0.17636345,,,
-0.20656492,,0.0037239634,,,
0.18834944,,0.053857453,,,
0.24701186,,0.12159392,,,
0.14708672,,0.17939985,,,
0.00646427,,-0.22213912,,,
0.26962453,,0.10401246,,,
0.10571255,,-0.020694133,,,
0.010807425,,0.0023256417,,,
0.21953268,,0.20332876,,,
0.28939024,,-0.21887974,,,
0.04115939,,-0.24236001,,,
-0.14927614,,0.15527976,,,
-0.11207171,,-0.122824155,,,
-0.21927632,,-0.14037637,,,
-0.2978787,,-0.12278024,,,
0.10460118,,-0.06636378,,,
0.28034255,,0.20409785,,,
-0.0425236,,0.16474463,,,
-0.19846882,,0.16633035,,,
-0.23662731,,-0.1773641,,,
0.06686182,,0.15611519,,,
0.12572794,,-0.029269958,,,
-0.21020892,,-0.12232066,,,
0.21797183,,-0.17001589,,,
0.18762001,,-0.2334719,,,
-0.31803963,,-0.1934855,,,
-0.30079058,,-0.07413681,,,
0.1780849,,-0.22021163,,,
-0.037604764,,-0.18163615,,,
0.35780883,,-0.12855184,,,
-0.23781236,,-0.006846182,,,
-0.325576,,-0.0523455,,,
-0.085609555,,0.15101112,,,
0.05753214,,-0.03224032,,,
0.19580986,,-0.050273728,,,
0.33078042,,-0.17498128,,,
0.13740158,,-0.15502691,,,
0.25941104,,-0.20517704,,,
-0.3689165,,0.039403368,,,
0.18046004,,0.018809836,,,
-0.121583246,,0.17934462,,,
0.05711227,,-0.046330996,,,
0.36800057,,-0.027469283,,,
0.19472058,,0.20653826,,,
0.18609937,,-0.12241393,,,
-0.2989339,,-0.14922395,,,
-0.24731773,,-0.027388168,,,
-0.23540291,,0.22363386,,,
0.017678265,,-0.14534162,,,
0.19075383,,0.14870918,,,
0.28913495,,0.16022536,,,
0.13437758,,-0.030003859,,,
0.120522834,,0.15793829,,,
0.16241397,,-0.20516644,,,
-0.24328956,,-0.11277369,,,
-0.1931732,,-0.23139203,,,
0.25370985,,-0.23967421,,,
0.16077994,,0.17239942,,,
0.08469938,,-0.00041644333,,,
0.22334172,,0.18409918,,,
-0.10009093,,-0.2390354,,,
0.21796833,,-0.15459186,,,
0.21982281,,0.23729677,,,
0.21372326,,-0.21827331,,,
0.059920434,,0.18553069,,,
-0.3134862,,0.1931948,,,
0.056070957,,0.20249204,,,
0.06304766,,0.19782892,,,
-0.09206458,,-0.08123548,,,
-0.27523962,,-0.018757712,,,
0.061575856,,0.23833105,,,
-0.070492774,,-0.11763608,,,
-0.06726599,,0.17190957,,,
-0.1809701,,-0.21976338,,,
-0.2377223,,-0.054951027,,,
-0.27148142,,-0.032090604,,,
0.19739264,,-0.1794899,,,
0.12782872,,0.033898707,,,
0.17000318,,-0.15526192,,,
-0.13940892,,-0.2432598,,,
0.27267864,,0.026174635,,,
0.075927004,,0.033089567,,,
-0.20988645,,0.0092273075,,,
-0.2699409,,-0.24306272,,,
0.23828806,,0.10753412,,,
0.27237347,,-0.052858394,,,
0.09118416,,0.14455363,,,
0.14573896,,-0.11076533,,,
-0.12853704,,-0.01654592,,,
0.096656576,,0.11643833,,,
-0.10480996,,-0.18002588,,,
-0.15488547,,-0.081387155,,,
-0.09409232,,-0.22951172,,,
0.07823273,,-0.0658799,,,
-0.059025314,,0.21823882,,,
0.14482588,,-0.13988326,,,
-0.17827515,,-0.0752824,,,
0.024480656,,-0.13826804,,,
0.056076273,,0.17887248,,,
0.3028998,,0.012577431,,,
-0.27212417,,-0.003343503,,,
0.22613692,,-0.17344128,,,
0.28822243,,-0.1446752,,,
-0.24545799,,0.2315342,,,
-0.2033572,,-0.032623507,,,
-0.12866268,,-0.23842664,,,
0.24344884,,-0.16358699,,,
0.08626776,,-0.11371539,,,
0.06553426,,0.17039818,,,
0.049557567,,-0.03629148,,,
0.049632177,,0.16142316,,,
-0.10879955,,0.110507205,,,
-0.075705215,,0.071467325,,,
-0.0020191523,,-0.16764933,,,
-0.31234998,,0.10397481,,,
0.05523849,,0.24223337,,,
-0.05389795,,0.02534083,,,
0.31932446,,-0.21720605,,,
-0.003783179,,-0.037399966,,,
0.29726374,,0.23019096,,,
-0.097680375,,-0.053496398,,,
-0.26722577,,-0.105468534,,,
0.11427639,,-0.2048961,,,
0.19063614,,0.1755006,,,
0.02270045,,-0.092877306,,,
0.28073472,,-0.16713634,,,
0.28011107,,-0.04772402,,,
-0.2703174,,0.22645834,,,
-0.14193687,,-0.08419641,,,
-0.26234257,,0.01372842,,,
0.21205027,,-0.14813657,,,
0.24698381,,0.18275744,,,
-0.30514407,,0.18965909,,,
-0.19848642,,0.1376389,,,
0.12763111,,0.18516354,,,
-0.2898825,,-0.05199271,,,
0.1352795,,0.17615743,,,
-0.09166879,,-0.22812483,,,
0.19949384,,0.06856469,,,
0.2903758,,0.12005078,,,
-0.2657441,,-0.010378968,,,
0.16720654,,-0.22271033,,,
0.1749515,,0.20854068,,,
0.040120233,,-0.07154189,,,
-0.024656152,,-0.080787204,,,
0.15880337,,-0.093400694,,,
0.047089677,,0.10427276,,,
0.1446696,,0.046192423,,,
0.03631541,,-0.04374293,,,
-0.25281176,,-0.14146245,,,
0.27261668,,-0.20535293,,,
0.18064229,,-0.12003291,,,
-0.1920958,,-0.066071786,,,
-0.07263,,-0.16610914,,,
-0.19272055,,0.027540985,,,
0.27887678,,-0.19606353,,,
-0.31559944,,0.21021636,,,
0.22589083,,0.14757113,,,
0.199618,,0.2270213,,,
0.03530043,,-0.002574692,,,
0.085967116,,-0.11277429,,,
-0.07042173,,-0.21468039,,,
0.0048726704,,0.0075190715,,,
0.10950269,,0.14412895,,,
0.014827705,,0.08027931,,,
0.17721471,,-0.1924917,,,
0.04743829,,-0.2453248,,,
0.10452002,,0.16503957,,,
-0.25532308,,-0.09129685,,,
-0.24678719,,-0.17164174,,,
0.091415316,,0.061688557,,,
-0.25551674,,-0.1583577,,,
0.30266207,,-0.16997938,,,
-0.14517385,,-0.22840366,,,
-0.15432376,,0.054676555,,,
-0.19984606,,-0.088548556,,,
0.1475746,,0.11442598,,,
-0.13265859,,0.121427305,,,
-0.088224865,,0.013064492,,,
0.18994102,,-0.19285803,,,
-0.24136324,,-0.16972686,,,
0.307423,,-0.0020567225,,,
-0.0014734925,,0.036477417,,,
0.262881,,0.050092004,,,
-0.007840367,,0.17417796,,,
-0.075859554,,0.21468091,,,
0.2712515,,-0.06473633,,,
-0.04485129,,0.04067805,,,
0.076853044,,-0.11002009,,,
0.22380939,,-0.15166406,,,
-0.10822309,,-0.18081336,,,
0.15090229,,-0.13487992,,,
-0.06324406,,0.16283287,,,
-0.0672255,,0.063217014,,,
-0.18207137,,0.16655003,,,
-0.22245446,,-0.1968361,,,
0.22390622,,-0.017355768,,,
-0.009307023,,-0.047473274,,,
-0.09802969,,-0.18251699,,,
-0.28417265,,0.11890494,,,
-0.06786263,,-0.18424927,,,
-0.15167835,,-0.1235809,,,
-0.18618749,,0.07333731,,,
-0.18110253,,0.008795968,,,
-0.24495687,,0.04813606,,,
-0.15071829,,0.1630514,,,
0.24555789,,-0.044287007,,,
-0.21293388,,0.20485641,,,
-0.18525003,,-0.06791613,,,
0.002274135,,0.08576401,,,
-0.06834857,,-0.13696149,,,
0.07333918,,-0.029894074,,,
0.23709089,,0.013805299,,,
0.3055758,,-0.10440016,,,
-0.03846068,,-0.1951732,,,
0.06494362,,0.03139724,,,
-0.07212782,,-0.20502576,,,
-0.2919903,,-0.1850732,,,
0.024159448,,0.05082555,,,
0.2601837,,0.13931227,,,
-0.23715523,,0.22798066,,,
0.34048212,,0.16270347,,,
0.1327507,,-0.048124067,,,
-0.22984244,,-0.055186972,,,
-0.06296156,,0.11000233,,,
0.05921413,,-0.22401729,,,
0.2172408,,-0.009212779,,,
-0.20992024,,0.21615416,,,
0.09005601,,-0.172586,,,
-0.25811827,,-0.08885275,,,
0.053235013,,-0.12980168,,,
0.07452538,,-0.006915015,,,
0.03139621,,-0.12351646,,,
0.24901131,,0.10242022,,,
-0.13746192,,0.18104509,,,
0.24199054,,0.15075979,,,
0.1351282,,-0.18856789,,,
0.21810283,,0.013710769,,,
0.08839944,,0.2423219,,,
-0.121884346,,-0.09297847,,,
0.2525265,,0.120816134,,,
-0.1265562,,0.21464323,,,
0.2645353,,-0.0109347915,,,
-0.18866767,,0.08456518,,,
-0.04687861,,-0.23174222,,,
-0.079629265,,-0.07005763,,,
-0.047185987,,-0.008636032,,,
-0.20034799,,-0.23682389,,,
0.033967074,,0.14869349,,,
-0.29286146,,0.123356365,,,
0.25146344,,-0.107789315,,,
0.21450262,,0.039300345,,,
-0.13896501,,-0.21566984,,,
-0.13692424,,-0.07898898,,,
-0.1315948,,-0.13741241,,,
-0.33173755,,-0.21491788,,,
0.08096138,,-0.22585925,,,
0.2146636,,-0.20473814,,,
-0.044837125,,0.09464209,,,
0.25919384,,-0.13256906,,,
0.053021528,,0.17686582,,,
0.09017311,,-0.18639393,,,
0.0348668,,-0.021067472,,,
0.23531553,,0.16911905,,,
0.09813438,,-0.02779345,,,
-0.12960425,,0.006954197,,,
-0.10006061,,-0.0726546,,,
0.20433953,,-0.10619625,,,
-0.10322623,,-0.16616048,,,
0.29030824,,-0.22279486,,,
-0.058638968,,-0.08217895,,,
-0.10222716,,-0.108737126,,,
0.248456,,0.06304011,,,
-0.07222984,,-0.17313652,,,
-0.23167188,,-0.026537698,,,
-0.17316256,,0.15203282,,,
-0.01400771,,0.1733818,,,
-0.15069793,,0.05871799,,,
-0.22239712,,-0.11738353,,,
-0.015297456,,0.23558578,,,
-0.22007985,,-0.082016125,,,
0.22698642,,-0.20544636,,,
0.19336002,,0.23510507,,,
0.101577304,,-0.08131401,,,
-0.27989802,,0.069169775,,,
0.113825776,,0.019646654,,,
-0.07638764,,0.14378117,,,
0.21740063,,-0.0028203216,,,
-0.20600837,,-0.027610147,,,
0.049737506,,-0.032278035,,,
0.1354366,,0.16635606,,,
-0.18414393,,-0.07437698,,,
0.08839996,,-0.18149823,,,
0.14096537,,0.19845176,,,
0.044304196,,0.23703647,,,
0.041978717,,-0.102945246,,,
-0.18648905,,0.077403225,,,
0.27411202,,0.12607917,,,
0.038628694,,0.06487434,,,
-0.26563895,,0.11191511,,,
0.07272807,,0.02549435,,,
-0.13317809,,-0.13589919,,,
-0.03690474,,-0.24156608,,,
-0.13068834,,0.17547734,,,
0.26524204,,-0.16104233,,,
0.09870711,,-0.118038006,,,
-0.26637185,,-0.1955558,,,
-0.058540013,,0.03473709,,,
0.20483142,,0.22916783,,,
-0.25574532,,0.1697732,,,
0.30928048,,0.11647441,,,
-0.14542885,,-0.0048580994,,,
-0.13877687,,-0.0109639745,,,
0.15544108,,-0.20052691,,,
-0.08462944,,-0.19708191,,,
-0.23720434,,-0.0301456,,,
0.018507486,,0.17887576,,,
0.19943409,,-0.13761412,,,
0.2681945,,-0.21650682,,,
0.24421963,,-0.13584718,,,
0.08943055,,-0.07754716,,,
-0.065518506,,0.069542594,,,
-0.18175155,,0.043953404,,,
0.0152115,,-0.22053406,,,
-0.014947216,,0.23131822,,,
-0.14188199,,0.068132415,,,
0.05127316,,-0.07268483,,,
-0.06081381,,-0.17560238,,,
-0.013831875,,0.10162432,,,
-0.072560616,,-0.1393229,,,
-0.07290967,,-0.07724892,,,
0.027858656,,0.0043066256,,,
-0.26073128,,-0.001484977,,,
0.19796261,,0.07061769,,,
0.23017938,,-0.062055916,,,
0.27250373,,-0.0034105903,,,
0.33687672,,-0.24573669,,,
0.2599761,,-0.16985825,,,
-0.1362231,,-0.24848041,,,
0.22567362,,0.11865245,,,
-0.11987724,,-0.10882809,,,
0.0063385037,,-0.1066747,,,
-0.2611552,,-0.060342018,,,
0.1977778,,-0.21479589,,,
0.21376863,,0.07627282,,,
-0.16796373,,0.0022617579,,,
-0.09467609,,0.036174685,,,
-0.25590822,,-0.21621802,,,
-0.05169553,,-0.16415028,,,
0.09724089,,0.22579136,,,
0.14490867,,0.12727056,,,
0.25745627,,-0.055657957,,,
0.2793714,,0.17806853,,,
-0.0029199887,,-0.03561745,,,
0.3046052,,-0.18701226,,,
-0.0790464,,-0.14526312,,,
0.23692882,,0.16299632,,,
0.2805236,,0.0363806,,,
0.16571496,,0.021794047,,,
-0.30878857,,-0.043409385,,,
-0.27392244,,-0.24116904,,,
-0.17830254,,0.21725763,,,
0.22918007,,-0.14332929,,,
-0.15223421,,-0.07480933,,,
-0.271667,,0.017952397,,,
-0.28340688,,-0.047165252,,,
-0.15084688,,-0.21255481,,,
-0.29817867,,0.19817728,,,
