8,10,14,15,4*10,8*9,9*10,9*19,9*20,10*14,10*20,13*14,8*9*14,9*10*19,9*10*20,9*15*19,10*14*20,Actual Energy,energy-only two way,energy-three way,three way-actual,two way-actual,energy one way,,
1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.627,0.51,0.51,0.117,0.117,0.545,,
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.498,0.795,0.795,0.297,0.297,0.815,,
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.511,0.564,0.532,0.021,0.053,0.444,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.29,0.797,0.64,0.35,0.507,0.493,,
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.891,0.896,0.896,0.005,0.005,0.776,,
1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.593,0.53,0.53,0.063,0.063,0.545,,
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.062,0.314,0.314,0.252,0.252,0.174,,
0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.158,0.142,0.142,0.016,0.016,0.174,,
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.483,0.483,0.193,0.193,0.483,,
1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0.582,0.618,0.586,0.004,0.036,0.483,,
1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.121,0.353,0.353,0.232,0.232,0.213,,
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.795,0.756,0.756,0.039,0.039,0.776,,
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.726,0.704,0.704,0.022,0.022,0.724,,
1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0.124,0.408,0.365,0.241,0.284,0.213,,
0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0.098,0.378,0.335,0.237,0.28,0.174,,
0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.811,0.824,0.792,0.019,0.013,0.724,,
0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.624,0.968,0.968,0.344,0.344,0.776,,
1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.368,0.57,0.57,0.202,0.202,0.483,,
0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0.332,0.651,0.587,0.255,0.319,0.506,,
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.357,0.688,0.688,0.331,0.331,0.496,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211,0.444,0.444,0.233,0.233,0.444,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277,0.535,0.535,0.258,0.258,0.535,,
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.752,0.724,0.724,0.028,0.028,0.724,,
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6,0.616,0.616,0.016,0.016,0.496,,
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.378,0.704,0.704,0.326,0.326,0.724,,
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.724,0.724,0.026,0.026,0.724,,
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.482,0.756,0.756,0.274,0.274,0.776,,
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445,0.724,0.724,0.279,0.279,0.724,,
1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0.668,0.882,0.862,0.194,0.214,0.815,,
0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0.638,0.583,0.542,0.096,0.055,0.506,,
0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0.318,0.743,0.606,0.288,0.425,0.454,,
1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0.458,0.392,0.351,0.107,0.066,0.265,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476,0.444,0.444,0.032,0.032,0.444,,
0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0.344,0.603,0.582,0.238,0.259,0.454,,
1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.615,0.53,0.53,0.085,0.085,0.545,,
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257,0.483,0.483,0.226,0.226,0.483,,
1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0.756,0.758,0.738,0.018,0.002,0.763,,
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.253,0.218,0.218,0.035,0.035,0.226,,
0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.389,0.314,0.273,0.116,0.075,0.226,,
1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0.678,0.618,0.586,0.092,0.06,0.483,,
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.161,0.366,0.366,0.205,0.205,0.226,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298,0.535,0.535,0.237,0.237,0.535,,
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.388,0.237,0.237,0.151,0.151,0.213,,
1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0.229,0.604,0.52,0.291,0.375,0.265,,
1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0.14,0.484,0.441,0.301,0.344,0.265,,
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.37,0.688,0.688,0.318,0.318,0.496,,
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816,0.763,0.763,0.053,0.053,0.763,,
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729,0.724,0.724,0.005,0.005,0.724,,
0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.638,0.948,0.948,0.31,0.31,0.776,,
0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0.163,0.498,0.382,0.219,0.335,0.174,,
0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0.074,0.354,0.311,0.237,0.28,0.174,,
1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.444,0.742,0.742,0.298,0.298,0.535,,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.826,0.776,0.776,0.05,0.05,0.776,,
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.369,0.622,0.622,0.253,0.253,0.535,,
0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.197,0.142,0.142,0.055,0.055,0.174,,
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.462,0.439,0.439,0.023,0.023,0.454,,
1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0.68,0.633,0.572,0.108,0.047,0.545,,
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466,0.724,0.724,0.258,0.258,0.724,,
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206,0.483,0.483,0.277,0.277,0.483,,
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555,0.815,0.815,0.26,0.26,0.815,,
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.722,0.67,0.67,0.052,0.052,0.535,,
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.904,0.896,0.896,0.008,0.008,0.776,,
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.315,0.773,0.616,0.301,0.458,0.493,,
1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.541,0.53,0.53,0.011,0.011,0.545,,
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.317,0.688,0.688,0.371,0.371,0.496,,
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.326,0.198,0.198,0.128,0.128,0.174,,
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.852,0.795,0.795,0.057,0.057,0.815,,
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4,0.704,0.704,0.304,0.304,0.724,,
0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0.343,0.739,0.602,0.259,0.396,0.454,,
1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.602,0.478,0.478,0.124,0.124,0.493,,
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232,0.174,0.174,0.058,0.058,0.174,,
1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0.327,0.642,0.621,0.294,0.315,0.493,,
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.134,0.405,0.405,0.271,0.271,0.265,,
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.545,0.564,0.532,0.013,0.019,0.444,,
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.872,0.815,0.815,0.057,0.057,0.815,,
0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0.38,0.338,0.297,0.083,0.042,0.226,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.384,0.797,0.64,0.256,0.413,0.493,,
1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0.665,0.657,0.596,0.069,0.008,0.545,,
0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.461,0.419,0.419,0.042,0.042,0.454,,
1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0.468,0.485,0.465,0.003,0.017,0.493,,
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773,0.724,0.724,0.049,0.049,0.724,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438,0.444,0.444,0.006,0.006,0.444,,
0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0.318,0.611,0.59,0.272,0.293,0.506,,
1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0.869,0.898,0.846,0.023,0.029,0.763,,
0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0.62,0.603,0.562,0.058,0.017,0.506,,
0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0.361,0.583,0.562,0.201,0.222,0.454,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.598,0.535,0.535,0.063,0.063,0.535,,
1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0.484,0.465,0.445,0.039,0.019,0.493,,
0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.549,0.796,0.796,0.247,0.247,0.724,,
1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.299,0.248,0.248,0.051,0.051,0.265,,
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.558,0.55,0.55,0.008,0.008,0.535,,
0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.587,0.471,0.471,0.116,0.116,0.506,,
0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0.207,0.579,0.558,0.351,0.372,0.454,,
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.652,0.67,0.67,0.018,0.018,0.535,,
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.218,0.198,0.198,0.02,0.02,0.174,,
1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0.451,0.694,0.673,0.222,0.243,0.545,,
0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.407,0.314,0.273,0.134,0.093,0.226,,
0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0.203,0.559,0.538,0.335,0.356,0.454,,
0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0.259,0.559,0.538,0.279,0.3,0.454,,
1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0.563,0.95,0.898,0.335,0.387,0.763,,
1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0.49,0.465,0.445,0.045,0.025,0.493,,
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461,0.763,0.763,0.302,0.302,0.763,,
0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.489,0.471,0.471,0.018,0.018,0.506,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227,0.444,0.444,0.217,0.217,0.444,,
1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0.429,0.729,0.645,0.216,0.3,0.545,,
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.858,0.83,0.81,0.048,0.028,0.815,,
1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0.127,0.552,0.436,0.309,0.425,0.213,,
0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0.141,0.43,0.387,0.246,0.289,0.226,,
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.731,0.724,0.724,0.007,0.007,0.724,,
0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.675,0.968,0.968,0.293,0.293,0.776,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253,0.496,0.496,0.243,0.243,0.496,,
0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.597,0.948,0.948,0.351,0.351,0.776,,
0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.924,0.876,0.876,0.048,0.048,0.776,,
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.289,0.516,0.516,0.227,0.227,0.444,,
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.213,0.213,0.037,0.037,0.213,,
1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.325,0.57,0.57,0.245,0.245,0.483,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495,0.496,0.496,0.001,0.001,0.496,,
0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0.061,0.354,0.311,0.25,0.293,0.174,,
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431,0.724,0.724,0.293,0.293,0.724,,
1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.215,0.22,0.22,0.005,0.005,0.213,,
0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.436,0.419,0.419,0.017,0.017,0.454,,
1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.525,0.478,0.478,0.047,0.047,0.493,,
0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0.085,0.354,0.311,0.226,0.269,0.174,,
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.747,0.704,0.704,0.043,0.043,0.724,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.601,0.535,0.535,0.066,0.066,0.535,,
1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0.418,0.441,0.421,0.003,0.023,0.493,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205,0.444,0.444,0.239,0.239,0.444,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194,0.444,0.444,0.25,0.25,0.444,,
1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0.487,0.461,0.441,0.046,0.026,0.493,,
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.333,0.773,0.616,0.283,0.44,0.493,,
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0.174,0.174,0.048,0.048,0.174,,
1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0.563,0.517,0.497,0.066,0.046,0.545,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0.444,0.444,0.279,0.279,0.444,,
1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0.427,0.694,0.673,0.246,0.267,0.545,,
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209,0.213,0.213,0.004,0.004,0.213,,
1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.108,0.377,0.377,0.269,0.269,0.213,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581,0.535,0.535,0.046,0.046,0.535,,
1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0.664,1.002,0.982,0.318,0.338,0.815,,
1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0.696,0.657,0.596,0.1,0.039,0.545,,
1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.111,0.353,0.353,0.242,0.242,0.213,,
1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.681,0.902,0.882,0.201,0.221,0.815,,
1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0.779,0.758,0.738,0.041,0.021,0.763,,
1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0.427,0.749,0.665,0.238,0.322,0.545,,
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.316,0.25,0.25,0.066,0.066,0.226,,
1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0.165,0.432,0.389,0.224,0.267,0.213,,
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.563,0.795,0.795,0.232,0.232,0.815,,
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.539,0.795,0.795,0.256,0.256,0.815,,
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.104,0.366,0.366,0.262,0.262,0.226,,
1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0.648,0.618,0.586,0.062,0.03,0.483,,
0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0.379,0.338,0.297,0.082,0.041,0.226,,
1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0.733,0.758,0.738,0.005,0.025,0.763,,
1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.264,0.272,0.272,0.008,0.008,0.265,,
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478,0.763,0.763,0.285,0.285,0.763,,
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.543,0.498,0.498,0.045,0.045,0.483,,
0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.657,0.968,0.968,0.311,0.311,0.776,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524,0.535,0.535,0.011,0.011,0.535,,
0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.373,0.631,0.61,0.237,0.258,0.506,,
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395,0.265,0.265,0.13,0.13,0.265,,
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.283,0.289,0.289,0.006,0.006,0.265,,
1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0.661,0.633,0.572,0.089,0.028,0.545,,
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.802,0.763,0.763,0.039,0.039,0.763,,
1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0.387,0.642,0.621,0.234,0.255,0.493,,
0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0.288,0.611,0.59,0.302,0.323,0.506,,
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279,0.213,0.213,0.066,0.066,0.213,,
0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0.466,0.463,0.463,0.003,0.003,0.506,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276,0.535,0.535,0.259,0.259,0.535,,
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.169,0.405,0.405,0.236,0.236,0.265,,
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.274,0.237,0.237,0.037,0.037,0.213,,
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.54,0.564,0.532,0.008,0.024,0.444,,
1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.234,0.196,0.196,0.038,0.038,0.213,,
0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.402,0.407,0.407,0.005,0.005,0.454,,
1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0.308,0.69,0.658,0.35,0.382,0.483,,
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.144,0.366,0.366,0.222,0.222,0.226,,
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234,0.226,0.226,0.008,0.008,0.226,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269,0.535,0.535,0.266,0.266,0.535,,
1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0.444,0.825,0.7,0.256,0.381,0.545,,
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.589,0.848,0.848,0.259,0.259,0.776,,
1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0.185,0.528,0.412,0.227,0.343,0.213,,
0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0.548,0.896,0.864,0.316,0.348,0.724,,
1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0.199,0.46,0.417,0.218,0.261,0.265,,
1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.102,0.353,0.353,0.251,0.251,0.213,,
1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0.394,0.34,0.267,0.127,0.054,0.213,,
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.551,0.795,0.795,0.244,0.244,0.815,,
1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0.587,0.85,0.83,0.243,0.263,0.763,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.435,0.444,0.444,0.009,0.009,0.444,,
0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0.393,0.655,0.634,0.241,0.262,0.506,,
1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0.814,0.758,0.738,0.076,0.056,0.763,,
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.331,0.773,0.616,0.285,0.442,0.493,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0.496,0.496,0.274,0.274,0.496,,
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.381,0.237,0.237,0.144,0.144,0.213,,
1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.789,0.778,0.758,0.031,0.011,0.763,,
0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.35,0.631,0.61,0.26,0.281,0.506,,
1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0.452,0.392,0.351,0.101,0.06,0.265,,
1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.607,0.554,0.554,0.053,0.053,0.545,,
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828,0.815,0.815,0.013,0.013,0.815,,
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.52,0.795,0.795,0.275,0.275,0.815,,
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.495,0.498,0.498,0.003,0.003,0.483,,
1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.482,0.478,0.478,0.004,0.004,0.493,,
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0.483,0.483,0.252,0.252,0.483,,
1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0.276,0.793,0.636,0.36,0.517,0.493,,
1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.111,0.353,0.353,0.242,0.242,0.213,,
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453,0.483,0.483,0.03,0.03,0.483,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227,0.444,0.444,0.217,0.217,0.444,,
1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0.73,0.758,0.738,0.008,0.028,0.763,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267,0.496,0.496,0.229,0.229,0.496,,
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.631,0.848,0.848,0.217,0.217,0.776,,
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.555,0.55,0.55,0.005,0.005,0.535,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477,0.496,0.496,0.019,0.019,0.496,,
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.831,0.795,0.795,0.036,0.036,0.815,,
1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0.55,0.95,0.898,0.348,0.4,0.763,,
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477,0.763,0.763,0.286,0.286,0.763,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283,0.535,0.535,0.252,0.252,0.535,,
1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.339,0.57,0.57,0.231,0.231,0.483,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527,0.496,0.496,0.031,0.031,0.496,,
0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.43,0.407,0.407,0.023,0.023,0.454,,
0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0.215,0.719,0.582,0.367,0.504,0.454,,
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.272,0.237,0.237,0.035,0.035,0.213,,
0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0.264,0.636,0.604,0.34,0.372,0.444,,
1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0.534,0.83,0.81,0.276,0.296,0.763,,
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.174,0.174,0.036,0.036,0.174,,
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.125,0.39,0.39,0.265,0.265,0.226,,
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.022,0.314,0.314,0.292,0.292,0.174,,
0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0.12,0.406,0.363,0.243,0.286,0.226,,
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584,0.815,0.815,0.231,0.231,0.815,,
1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0.576,1.022,1.002,0.426,0.446,0.815,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537,0.496,0.496,0.041,0.041,0.496,,
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.188,0.405,0.405,0.217,0.217,0.265,,
1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.76,0.743,0.743,0.017,0.017,0.763,,
1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.407,0.743,0.743,0.336,0.336,0.763,,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.823,0.776,0.776,0.047,0.047,0.776,,
1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0.159,0.552,0.436,0.277,0.393,0.213,,
