8,10,14,15,4*10,8*9,9*10,9*19,9*20,10*14,10*20,13*14,8*9*14,9*10*19,9*10*20,9*15*19,10*14*20,Actual Energy,energy-only two way,energy-three way,three way-actual,two way-actual,energy one way,,
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774,0.724,0.724,0.05,0.05,0.724,,
0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0.113,0.474,0.358,0.245,0.361,0.174,,
0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0.598,0.579,0.538,0.06,0.019,0.506,,
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.069,0.314,0.314,0.245,0.245,0.174,,
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754,0.724,0.724,0.03,0.03,0.724,,
0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0.525,0.916,0.884,0.359,0.391,0.724,,
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547,0.483,0.483,0.064,0.064,0.483,,
1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0.364,0.749,0.665,0.301,0.385,0.545,,
0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0.446,0.411,0.411,0.035,0.035,0.454,,
1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.809,0.778,0.758,0.051,0.031,0.763,,
1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.741,0.778,0.758,0.017,0.037,0.763,,
0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.561,0.471,0.471,0.09,0.09,0.506,,
1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.063,0.353,0.353,0.29,0.29,0.213,,
0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.504,0.515,0.515,0.011,0.011,0.506,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493,0.444,0.444,0.049,0.049,0.444,,
1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.344,0.817,0.66,0.316,0.473,0.493,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445,0.444,0.444,0.001,0.001,0.444,,
0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.475,0.463,0.463,0.012,0.012,0.454,,
0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.181,0.142,0.142,0.039,0.039,0.174,,
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.505,0.795,0.795,0.29,0.29,0.815,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153,0.444,0.444,0.291,0.291,0.444,,
0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.146,0.142,0.142,0.004,0.004,0.174,,
1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0.39,0.729,0.645,0.255,0.339,0.545,,
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537,0.815,0.815,0.278,0.278,0.815,,
1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0.645,1.002,0.982,0.337,0.357,0.815,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251,0.496,0.496,0.245,0.245,0.496,,
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.226,0.226,0.024,0.024,0.226,,
0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.384,0.314,0.273,0.111,0.07,0.226,,
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.608,0.55,0.55,0.058,0.058,0.535,,
0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.516,0.495,0.495,0.021,0.021,0.506,,
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.497,0.795,0.795,0.298,0.298,0.815,,
1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.429,0.743,0.743,0.314,0.314,0.763,,
1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.736,0.743,0.743,0.007,0.007,0.763,,
1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0.408,0.749,0.665,0.257,0.341,0.545,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413,0.444,0.444,0.031,0.031,0.444,,
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337,0.265,0.265,0.072,0.072,0.265,,
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.339,0.688,0.688,0.349,0.349,0.496,,
0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0.234,0.55,0.466,0.232,0.316,0.226,,
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.091,0.366,0.366,0.275,0.275,0.226,,
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336,0.213,0.213,0.123,0.123,0.213,,
1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.614,0.902,0.882,0.268,0.288,0.815,,
1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.404,0.742,0.742,0.338,0.338,0.535,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548,0.496,0.496,0.052,0.052,0.496,,
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.637,0.848,0.848,0.211,0.211,0.776,,
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.195,0.429,0.429,0.234,0.234,0.265,,
0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.526,0.491,0.491,0.035,0.035,0.506,,
0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.524,0.515,0.515,0.009,0.009,0.506,,
0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.93,0.876,0.876,0.054,0.054,0.776,,
0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.506,0.776,0.776,0.27,0.27,0.724,,
0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0.339,0.611,0.59,0.251,0.272,0.506,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,0.496,0.496,0.299,0.299,0.496,,
0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.659,0.968,0.968,0.309,0.309,0.776,,
1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.261,0.22,0.22,0.041,0.041,0.213,,
0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0.319,0.599,0.535,0.216,0.28,0.454,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574,0.535,0.535,0.039,0.039,0.535,,
1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.173,0.377,0.377,0.204,0.204,0.213,,
0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0.338,0.636,0.604,0.266,0.298,0.444,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.444,0.444,0.026,0.026,0.444,,
0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0.427,0.655,0.634,0.207,0.228,0.506,,
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.468,0.756,0.756,0.288,0.288,0.776,,
0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.146,0.142,0.142,0.004,0.004,0.174,,
1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0.13,0.432,0.389,0.259,0.302,0.213,,
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.377,0.289,0.289,0.088,0.088,0.265,,
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471,0.724,0.724,0.253,0.253,0.724,,
1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.621,0.902,0.882,0.261,0.281,0.815,,
1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0.354,0.677,0.593,0.239,0.323,0.493,,
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.404,0.688,0.688,0.284,0.284,0.496,,
0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0.268,0.599,0.535,0.267,0.331,0.454,,
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.206,0.198,0.198,0.008,0.008,0.174,,
0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.582,0.515,0.515,0.067,0.067,0.506,,
0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0.51,0.463,0.463,0.047,0.047,0.506,,
0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0.341,0.579,0.558,0.217,0.238,0.454,,
1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0.295,0.69,0.658,0.363,0.395,0.483,,
0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0.405,0.655,0.634,0.229,0.25,0.506,,
1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0.516,0.517,0.497,0.019,0.001,0.545,,
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.148,0.405,0.405,0.257,0.257,0.265,,
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.501,0.439,0.439,0.062,0.062,0.454,,
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396,0.724,0.724,0.328,0.328,0.724,,
1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0.341,0.642,0.621,0.28,0.301,0.493,,
0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.822,0.844,0.812,0.01,0.022,0.724,,
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.747,0.704,0.704,0.043,0.043,0.724,,
0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.611,0.968,0.968,0.357,0.357,0.776,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0.496,0.496,0.292,0.292,0.496,,
1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0.563,0.83,0.81,0.247,0.267,0.763,,
1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0.379,0.34,0.267,0.112,0.039,0.213,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537,0.496,0.496,0.041,0.041,0.496,,
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.388,0.25,0.25,0.138,0.138,0.226,,
1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.092,0.353,0.353,0.261,0.261,0.213,,
0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.5,0.419,0.419,0.081,0.081,0.454,,
0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0.321,0.771,0.666,0.345,0.45,0.506,,
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.514,0.564,0.532,0.018,0.05,0.444,,
0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0.202,0.55,0.466,0.264,0.348,0.226,,
0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.463,0.776,0.776,0.313,0.313,0.724,,
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.717,0.67,0.67,0.047,0.047,0.535,,
1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0.376,0.69,0.658,0.282,0.314,0.483,,
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728,0.724,0.724,0.004,0.004,0.724,,
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.534,0.564,0.532,0.002,0.03,0.444,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216,0.496,0.496,0.28,0.28,0.496,,
1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0.425,0.368,0.327,0.098,0.057,0.265,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.499,0.444,0.444,0.055,0.055,0.444,,
1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.61,0.51,0.51,0.1,0.1,0.545,,
0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0.623,0.559,0.518,0.105,0.064,0.506,,
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.174,0.174,0.116,0.116,0.174,,
1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0.552,0.97,0.918,0.366,0.418,0.763,,
1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0.364,0.622,0.601,0.237,0.258,0.493,,
1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0.588,0.85,0.83,0.242,0.262,0.763,,
1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0.877,0.898,0.846,0.031,0.021,0.763,,
0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0.562,0.916,0.884,0.322,0.354,0.724,,
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227,0.483,0.483,0.256,0.256,0.483,,
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.138,0.429,0.429,0.291,0.291,0.265,,
1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0.385,0.368,0.327,0.058,0.017,0.265,,
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0.174,0.174,0.064,0.064,0.174,,
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.279,0.289,0.289,0.01,0.01,0.265,,
0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0.173,0.55,0.466,0.293,0.377,0.226,,
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.872,0.815,0.815,0.057,0.057,0.815,,
0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.074,0.338,0.338,0.264,0.264,0.174,,
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.136,0.39,0.39,0.254,0.254,0.226,,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534,0.776,0.776,0.242,0.242,0.776,,
1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0.561,0.95,0.898,0.337,0.389,0.763,,
1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.464,0.743,0.743,0.279,0.279,0.763,,
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.217,0.25,0.25,0.033,0.033,0.226,,
1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0.664,0.637,0.576,0.088,0.027,0.545,,
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.416,0.289,0.289,0.127,0.127,0.265,,
1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0.515,0.482,0.482,0.033,0.033,0.493,,
1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0.384,0.34,0.267,0.117,0.044,0.213,,
0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0.355,0.611,0.59,0.235,0.256,0.506,,
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.927,0.896,0.896,0.031,0.031,0.776,,
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.594,0.564,0.532,0.062,0.03,0.444,,
0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.524,0.483,0.483,0.041,0.041,0.506,,
1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.512,0.502,0.502,0.01,0.01,0.493,,
0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0.326,0.262,0.189,0.137,0.064,0.174,,
1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.556,0.478,0.478,0.078,0.078,0.493,,
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172,0.174,0.174,0.002,0.002,0.174,,
1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0.372,0.729,0.645,0.273,0.357,0.545,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479,0.444,0.444,0.035,0.035,0.444,,
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.527,0.564,0.532,0.005,0.037,0.444,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495,0.496,0.496,0.001,0.001,0.496,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.538,0.535,0.535,0.003,0.003,0.535,,
1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.348,0.57,0.57,0.222,0.222,0.483,,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.823,0.776,0.776,0.047,0.047,0.776,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228,0.496,0.496,0.268,0.268,0.496,,
1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0.171,0.484,0.441,0.27,0.313,0.265,,
0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0.328,0.603,0.582,0.254,0.275,0.454,,
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.67,0.616,0.616,0.054,0.054,0.496,,
1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0.736,0.758,0.738,0.002,0.022,0.763,,
1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0.195,0.46,0.417,0.222,0.265,0.265,,
1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0.6,0.618,0.586,0.014,0.018,0.483,,
0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0.432,0.791,0.686,0.254,0.359,0.506,,
1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0.326,0.642,0.621,0.295,0.316,0.493,,
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398,0.265,0.265,0.133,0.133,0.265,,
0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0.382,0.675,0.611,0.229,0.293,0.506,,
0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.155,0.142,0.142,0.013,0.013,0.174,,
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0.483,0.483,0.268,0.268,0.483,,
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.807,0.763,0.763,0.044,0.044,0.763,,
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756,0.724,0.724,0.032,0.032,0.724,,
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.309,0.568,0.568,0.259,0.259,0.496,,
1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0.376,0.673,0.589,0.213,0.297,0.493,,
0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0.134,0.474,0.358,0.224,0.34,0.174,,
1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0.619,1.002,0.982,0.363,0.383,0.815,,
0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.338,0.338,0.238,0.238,0.174,,
1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0.417,0.749,0.665,0.248,0.332,0.545,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545,0.496,0.496,0.049,0.049,0.496,,
1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0.442,0.368,0.327,0.115,0.074,0.265,,
0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.448,0.407,0.407,0.041,0.041,0.454,,
1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0.851,0.81,0.79,0.061,0.041,0.815,,
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778,0.763,0.763,0.015,0.015,0.763,,
0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0.56,0.443,0.443,0.117,0.117,0.454,,
1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0.398,0.34,0.267,0.131,0.058,0.213,,
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733,0.724,0.724,0.009,0.009,0.724,,
1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.355,0.57,0.57,0.215,0.215,0.483,,
1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0.377,0.729,0.645,0.268,0.352,0.545,,
0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0.291,0.719,0.582,0.291,0.428,0.454,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481,0.496,0.496,0.015,0.015,0.496,,
0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.168,0.166,0.166,0.002,0.002,0.174,,
0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0.51,0.463,0.463,0.047,0.047,0.506,,
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.737,0.67,0.67,0.067,0.067,0.535,,
0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0.621,0.583,0.542,0.079,0.038,0.506,,
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.498,0.498,0.498,0,0,0.483,,
1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0.625,0.882,0.862,0.237,0.257,0.815,,
1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.265,0.272,0.272,0.007,0.007,0.265,,
1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0.424,0.825,0.7,0.276,0.401,0.545,,
1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0.669,0.618,0.586,0.083,0.051,0.483,,
1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0.329,0.622,0.601,0.272,0.293,0.493,,
0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0.207,0.579,0.558,0.351,0.372,0.454,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.535,0.535,0.255,0.255,0.535,,
0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.381,0.314,0.273,0.108,0.067,0.226,,
1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0.389,0.642,0.621,0.232,0.253,0.493,,
1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0.168,0.484,0.441,0.273,0.316,0.265,,
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.184,0.405,0.405,0.221,0.221,0.265,,
1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0.382,0.69,0.658,0.276,0.308,0.483,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258,0.496,0.496,0.238,0.238,0.496,,
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347,0.213,0.213,0.134,0.134,0.213,,
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.248,0.218,0.218,0.03,0.03,0.226,,
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.098,0.314,0.314,0.216,0.216,0.174,,
0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0.637,0.603,0.562,0.075,0.034,0.506,,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0.776,0.776,0.044,0.044,0.776,,
1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0.882,0.878,0.826,0.056,0.004,0.763,,
1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0.402,0.725,0.641,0.239,0.323,0.545,,
1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0.683,0.618,0.586,0.097,0.065,0.483,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441,0.444,0.444,0.003,0.003,0.444,,
1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.137,0.377,0.377,0.24,0.24,0.213,,
0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0.107,0.474,0.358,0.251,0.367,0.174,,
1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.697,0.554,0.554,0.143,0.143,0.545,,
0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.584,0.796,0.796,0.212,0.212,0.724,,
0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0.27,0.583,0.562,0.292,0.313,0.454,,
0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0.441,0.815,0.71,0.269,0.374,0.506,,
1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.336,0.817,0.66,0.324,0.481,0.493,,
1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0.652,0.618,0.586,0.066,0.034,0.483,,
0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0.405,0.695,0.631,0.226,0.29,0.506,,
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309,0.174,0.174,0.135,0.135,0.174,,
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.483,0.483,0.014,0.014,0.483,,
0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0.595,0.579,0.538,0.057,0.016,0.506,,
1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0.528,0.605,0.512,0.016,0.077,0.493,,
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.793,0.815,0.815,0.022,0.022,0.815,,
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.797,0.795,0.795,0.002,0.002,0.815,,
1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.677,0.554,0.554,0.123,0.123,0.545,,
1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0.329,0.618,0.597,0.268,0.289,0.493,,
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268,0.483,0.483,0.215,0.215,0.483,,
1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.406,0.742,0.742,0.336,0.336,0.535,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229,0.444,0.444,0.215,0.215,0.444,,
1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.336,0.57,0.57,0.234,0.234,0.483,,
0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0.346,0.603,0.582,0.236,0.257,0.454,,
1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0.198,0.58,0.496,0.298,0.382,0.265,,
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.753,0.724,0.724,0.029,0.029,0.724,,
0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0.462,0.431,0.431,0.031,0.031,0.454,,
0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.788,0.824,0.792,0.004,0.036,0.724,,
1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0.39,0.69,0.658,0.268,0.3,0.483,,
1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0.402,0.34,0.267,0.135,0.062,0.213,,
0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0.311,0.599,0.535,0.224,0.288,0.454,,
1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0.21,0.604,0.52,0.31,0.394,0.265,,
1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0.554,0.517,0.497,0.057,0.037,0.545,,
